No.,Mid(100),Topic-M,T1,Topic-1,T2,Topic-2,T3,Topic-3,T4,Topic-4,T5,Topic-5,Tut (80),PCT (180),Comp(45),Comp(75),Comp(120),CT(300)
1074,38,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,15,K&K 6,8,"A.P F 3,4",15,A.P F 5,62,100,9,9,18,118
1075,20,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,15,K&K 6,12,"A.P F 3,4",15,A.P F 5,76,96,18,24,42,138
1076,35,"K&K 2,3,4,6",3,"K&K 2,3",0,K&K 4,4,K&K 6,11,"A.P F 3,4",4,A.P F 5,30,65,0,8,8,73
1077,45,"K&K 2,3,4,6",13,"K&K 2,3",6,K&K 4,11,K&K 6,15,"A.P F 3,4",10,A.P F 5,66,111,18,25,43,154
1078,43,"K&K 2,3,4,6",0,"K&K 2,3",6,K&K 4,15,K&K 6,1,"A.P F 3,4",4,A.P F 5,35,78,4,11,15,93
1079,35,"K&K 2,3,4,6",0,"K&K 2,3",13,K&K 4,7,K&K 6,6,"A.P F 3,4",12,A.P F 5,51,86,15,8,23,109
1080,31,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,5,K&K 6,7,"A.P F 3,4",9,A.P F 5,48,79,6,1,7,86
1081,50,"K&K 2,3,4,6",15,"K&K 2,3",0,K&K 4,15,K&K 6,13,"A.P F 3,4",12,A.P F 5,74,124,21,37,57,181
1082,36,"K&K 2,3,4,6",13,"K&K 2,3",14,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,79,115,10,32,42,157
1083,46,"K&K 2,3,4,6",10,"K&K 2,3",8,K&K 4,7,K&K 6,12,"A.P F 3,4",15,A.P F 5,60,106,10,13,23,129
1084,42,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,122,14,31,45,167
1085,51,"K&K 2,3,4,6",11,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,75,126,0,4,4,130
1086,46,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,5,K&K 6,2,"A.P F 3,4",8,A.P F 5,58,104,16,14,30,134
1087,54,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,12,K&K 6,1,"A.P F 3,4",15,A.P F 5,59,113,14,19,33,146
1088,48,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,15,K&K 6,13,"A.P F 3,4",12,A.P F 5,63,111,14,8,22,133
1089,48,"K&K 2,3,4,6",13,"K&K 2,3",14,K&K 4,7,K&K 6,11,"A.P F 3,4",0,A.P F 5,60,108,4,21,25,133
1090,65,"K&K 2,3,4,6",13,"K&K 2,3",8,K&K 4,15,K&K 6,0,"A.P F 3,4",0,A.P F 5,48,113,7,32,38,151
1091,34,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,14,K&K 6,7,"A.P F 3,4",3,A.P F 5,58,92,5,9,14,106
1092,36,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",5,A.P F 5,67,103,5,25,30,133
1093,38,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,2,K&K 6,11,"A.P F 3,4",0,A.P F 5,18,56,11,0,11,67
1094,35,"K&K 2,3,4,6",0,"K&K 2,3",11,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,75,110,29,20,49,159
1095,50,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",14,A.P F 5,80,130,12,42,54,184
1096,53,"K&K 2,3,4,6",7,"K&K 2,3",2,K&K 4,0,K&K 6,15,"A.P F 3,4",15,A.P F 5,52,105,18,23,41,146
1097,29,"K&K 2,3,4,6",0,"K&K 2,3",3,K&K 4,8,K&K 6,10,"A.P F 3,4",15,A.P F 5,48,77,0,26,26,103
1098,39,"K&K 2,3,4,6",6,"K&K 2,3",0,K&K 4,1,K&K 6,6,"A.P F 3,4",15,A.P F 5,38,77,12,1,13,90
1099,35,"K&K 2,3,4,6",2,"K&K 2,3",8,K&K 4,15,K&K 6,2,"A.P F 3,4",4,A.P F 5,39,74,11,25,36,110
1100,53,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,7,K&K 6,12,"A.P F 3,4",15,A.P F 5,72,125,15,25,40,165
1101,18,"K&K 2,3,4,6",15,"K&K 2,3",0,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,98,19,18,36,134
1102,30,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,30,6,6,12,42
1103,40,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,14,"A.P F 3,4",0,A.P F 5,79,119,9,32,41,160
1104,40,"K&K 2,3,4,6",15,"K&K 2,3",11,K&K 4,0,K&K 6,5,"A.P F 3,4",0,A.P F 5,42,82,10,14,24,106
1105,32,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,0,K&K 6,15,"A.P F 3,4",15,A.P F 5,43,75,8,15,23,98
1106,51,"K&K 2,3,4,6",4,"K&K 2,3",15,K&K 4,6,K&K 6,15,"A.P F 3,4",15,A.P F 5,68,119,22,12,34,153
1107,34,"K&K 2,3,4,6",2,"K&K 2,3",10,K&K 4,15,K&K 6,15,"A.P F 3,4",4,A.P F 5,59,93,16,20,36,129
1108,22,"K&K 2,3,4,6",14,"K&K 2,3",12,K&K 4,15,K&K 6,10,"A.P F 3,4",3,A.P F 5,68,90,1,6,7,97
1109,44,"K&K 2,3,4,6",2,"K&K 2,3",10,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,74,118,12,6,18,136
1110,14,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,15,"A.P F 3,4",0,A.P F 5,20,34,4,1,5,39
1111,4,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",10,A.P F 5,14,18,20,0,20,38
1112,0,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,7,7,1,1,2,9
1113,12,"K&K 2,3,4,6",10,"K&K 2,3",6,K&K 4,4,K&K 6,7,"A.P F 3,4",0,A.P F 5,36,48,28,10,38,86
1114,27,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",8,A.P F 5,58,85,9,6,15,100
1115,38,"K&K 2,3,4,6",2,"K&K 2,3",8,K&K 4,0,K&K 6,12,"A.P F 3,4",14,A.P F 5,48,86,7,10,17,103
1116,39,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",8,A.P F 5,71,110,21,15,36,146
1117,36,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",2,A.P F 5,63,99,0,0,0,99
1118,25,"K&K 2,3,4,6",11,"K&K 2,3",15,K&K 4,15,K&K 6,8,"A.P F 3,4",2,A.P F 5,66,91,8,10,18,109
1119,41,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,121,21,10,30,151
1120,42,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,13,K&K 6,13,"A.P F 3,4",15,A.P F 5,75,117,17,12,29,146
1121,20,"K&K 2,3,4,6",7,"K&K 2,3",8,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,71,91,4,8,12,103
1122,46,"K&K 2,3,4,6",15,"K&K 2,3",6,K&K 4,3,K&K 6,14,"A.P F 3,4",15,A.P F 5,67,113,26,36,62,175
1123,44,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,13,"A.P F 3,4",15,A.P F 5,80,124,30,36,66,190
1124,37,"K&K 2,3,4,6",1,"K&K 2,3",8,K&K 4,0,K&K 6,2,"A.P F 3,4",8,A.P F 5,26,63,3,10,13,76
1125,39,"K&K 2,3,4,6",15,"K&K 2,3",8,K&K 4,3,K&K 6,13,"A.P F 3,4",10,A.P F 5,62,101,31,15,46,147
1126,28,"K&K 2,3,4,6",0,"K&K 2,3",14,K&K 4,0,K&K 6,12,"A.P F 3,4",0,A.P F 5,35,63,6,16,22,85
1127,35,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",5,A.P F 5,63,98,3,11,14,112
1128,50,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,130,23,21,44,174
1129,15,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,12,K&K 6,1,"A.P F 3,4",13,A.P F 5,67,82,2,1,3,85
1130,58,"K&K 2,3,4,6",13,"K&K 2,3",13,K&K 4,2,K&K 6,8,"A.P F 3,4",2,A.P F 5,48,106,11,8,19,125
1131,39,"K&K 2,3,4,6",8,"K&K 2,3",7,K&K 4,10,K&K 6,15,"A.P F 3,4",11,A.P F 5,59,98,5,8,13,111
1132,25,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,3,K&K 6,15,"A.P F 3,4",2,A.P F 5,64,89,2,3,5,94
1133,6,"K&K 2,3,4,6",0,"K&K 2,3",11,K&K 4,0,K&K 6,5,"A.P F 3,4",15,A.P F 5,42,48,1,4,5,53
1134,2,"K&K 2,3,4,6",0,"K&K 2,3",3,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,4,6,0,6,6,12
1135,2,"K&K 2,3,4,6",0,"K&K 2,3",11,K&K 4,3,K&K 6,5,"A.P F 3,4",15,A.P F 5,46,48,0,6,6,54
1136,12,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,5,"A.P F 3,4",4,A.P F 5,67,79,0,5,5,84
1137,4,"K&K 2,3,4,6",8,"K&K 2,3",8,K&K 4,2,K&K 6,2,"A.P F 3,4",0,A.P F 5,27,31,0,3,3,34
1138,4,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,9,K&K 6,2,"A.P F 3,4",11,A.P F 5,31,35,9,2,11,46
1139,6,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,15,K&K 6,3,"A.P F 3,4",10,A.P F 5,39,45,15,9,24,69
1140,6,"K&K 2,3,4,6",7,"K&K 2,3",13,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,27,33,14,9,23,56
1141,7,"K&K 2,3,4,6",9,"K&K 2,3",15,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,32,39,0,0,0,39
1142,2,"K&K 2,3,4,6",2,"K&K 2,3",5,K&K 4,3,K&K 6,7,"A.P F 3,4",5,A.P F 5,27,29,8,5,13,42
1143,7,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,5,K&K 6,0,"A.P F 3,4",4,A.P F 5,12,19,7,1,8,27
1144,7,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,2,"A.P F 3,4",0,A.P F 5,3,10,0,7,7,17
1145,21,"K&K 2,3,4,6",2,"K&K 2,3",11,K&K 4,0,K&K 6,5,"A.P F 3,4",7,A.P F 5,34,55,5,1,6,61
1146,2,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,7,"A.P F 3,4",15,A.P F 5,30,32,0,4,4,36
1147,0,"K&K 2,3,4,6",5,"K&K 2,3",13,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,24,24,7,6,13,37
1148,2,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,2,K&K 6,2,"A.P F 3,4",0,A.P F 5,12,14,0,1,1,15
1149,0,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,3,3,0,6,6,9
1150,2,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,2,K&K 6,0,"A.P F 3,4",0,A.P F 5,3,5,3,3,6,11
1151,2,"K&K 2,3,4,6",15,"K&K 2,3",3,K&K 4,0,K&K 6,10,"A.P F 3,4",2,A.P F 5,40,42,3,0,3,45
1152,7,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,1,K&K 6,7,"A.P F 3,4",15,A.P F 5,32,39,7,0,7,46
1153,41,"K&K 2,3,4,6",14,"K&K 2,3",8,K&K 4,14,K&K 6,11,"A.P F 3,4",14,A.P F 5,71,112,18,27,45,157
1154,6,"K&K 2,3,4,6",2,"K&K 2,3",1,K&K 4,5,K&K 6,8,"A.P F 3,4",6,A.P F 5,28,34,9,5,14,48
1155,27,"K&K 2,3,4,6",9,"K&K 2,3",10,K&K 4,11,K&K 6,12,"A.P F 3,4",14,A.P F 5,62,89,9,29,38,127
1156,1,"K&K 2,3,4,6",2,"K&K 2,3",3,K&K 4,5,K&K 6,0,"A.P F 3,4",1,A.P F 5,14,15,2,3,5,20
1157,11,"K&K 2,3,4,6",8,"K&K 2,3",5,K&K 4,9,K&K 6,8,"A.P F 3,4",2,A.P F 5,39,50,15,4,19,69
1158,45,"K&K 2,3,4,6",7,"K&K 2,3",8,K&K 4,6,K&K 6,11,"A.P F 3,4",1,A.P F 5,41,86,14,18,32,118
1159,9,"K&K 2,3,4,6",11,"K&K 2,3",8,K&K 4,12,K&K 6,11,"A.P F 3,4",0,A.P F 5,55,64,26,21,47,111
1160,31,"K&K 2,3,4,6",10,"K&K 2,3",12,K&K 4,13,K&K 6,15,"A.P F 3,4",6,A.P F 5,66,97,13,6,19,116
1161,13,"K&K 2,3,4,6",8,"K&K 2,3",6,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,18,31,6,6,12,43
1162,5,"K&K 2,3,4,6",8,"K&K 2,3",6,K&K 4,4,K&K 6,0,"A.P F 3,4",0,A.P F 5,24,29,0,9,9,38
1163,29,"K&K 2,3,4,6",9,"K&K 2,3",11,K&K 4,11,K&K 6,15,"A.P F 3,4",9,A.P F 5,62,91,18,34,52,143
1164,35,"K&K 2,3,4,6",10,"K&K 2,3",9,K&K 4,3,K&K 6,9,"A.P F 3,4",10,A.P F 5,50,85,15,16,31,116
1165,15,"K&K 2,3,4,6",5,"K&K 2,3",9,K&K 4,11,K&K 6,0,"A.P F 3,4",2,A.P F 5,35,50,8,11,19,69
1166,57,"K&K 2,3,4,6",13,"K&K 2,3",9,K&K 4,13,K&K 6,1,"A.P F 3,4",4,A.P F 5,51,108,28,17,45,153
1167,60,"K&K 2,3,4,6",14,"K&K 2,3",8,K&K 4,15,K&K 6,9,"A.P F 3,4",6,A.P F 5,61,121,23,33,56,177
1168,21,"K&K 2,3,4,6",8,"K&K 2,3",8,K&K 4,15,K&K 6,7,"A.P F 3,4",10,A.P F 5,55,76,25,9,34,110
1169,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,0,0,0,0,0
1170,27,"K&K 2,3,4,6",14,"K&K 2,3",9,K&K 4,13,K&K 6,8,"A.P F 3,4",12,A.P F 5,63,90,33,25,58,148
1171,23,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,14,K&K 6,7,"A.P F 3,4",10,A.P F 5,52,75,26,13,39,114
1172,20,"K&K 2,3,4,6",7,"K&K 2,3",8,K&K 4,15,K&K 6,14,"A.P F 3,4",7,A.P F 5,58,78,16,18,34,112
1173,13,"K&K 2,3,4,6",8,"K&K 2,3",2,K&K 4,5,K&K 6,2,"A.P F 3,4",2,A.P F 5,24,37,12,9,21,58
1174,10,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,5,"A.P F 3,4",3,A.P F 5,10,20,13,2,15,35
1175,12,"K&K 2,3,4,6",12,"K&K 2,3",9,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,68,80,18,13,31,111
1176,14,"K&K 2,3,4,6",9,"K&K 2,3",10,K&K 4,9,K&K 6,12,"A.P F 3,4",5,A.P F 5,53,67,15,20,35,102
1177,38,"K&K 2,3,4,6",0,"K&K 2,3",4,K&K 4,0,K&K 6,11,"A.P F 3,4",1,A.P F 5,21,59,4,6,10,69
1178,6,"K&K 2,3,4,6",7,"K&K 2,3",3,K&K 4,5,K&K 6,8,"A.P F 3,4",10,A.P F 5,40,46,19,22,41,87
1179,17,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,12,K&K 6,13,"A.P F 3,4",7,A.P F 5,64,81,32,22,54,135
1180,20,"K&K 2,3,4,6",9,"K&K 2,3",14,K&K 4,11,K&K 6,14,"A.P F 3,4",1,A.P F 5,64,84,13,9,22,106
1181,3,"K&K 2,3,4,6",2,"K&K 2,3",2,K&K 4,6,K&K 6,4,"A.P F 3,4",2,A.P F 5,19,22,10,6,16,38
1182,4,"K&K 2,3,4,6",7,"K&K 2,3",4,K&K 4,13,K&K 6,8,"A.P F 3,4",15,A.P F 5,56,60,9,14,23,83
1183,38,"K&K 2,3,4,6",9,"K&K 2,3",10,K&K 4,5,K&K 6,15,"A.P F 3,4",4,A.P F 5,51,89,26,22,48,137
1184,35,"K&K 2,3,4,6",13,"K&K 2,3",11,K&K 4,15,K&K 6,13,"A.P F 3,4",14,A.P F 5,74,109,33,18,51,160
1185,24,"K&K 2,3,4,6",11,"K&K 2,3",13,K&K 4,5,K&K 6,9,"A.P F 3,4",5,A.P F 5,51,75,19,20,39,114
1186,32,"K&K 2,3,4,6",15,"K&K 2,3",5,K&K 4,6,K&K 6,14,"A.P F 3,4",8,A.P F 5,58,90,12,19,31,121
1187,1,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,2,K&K 6,2,"A.P F 3,4",2,A.P F 5,8,9,0,3,3,12
1188,11,"K&K 2,3,4,6",11,"K&K 2,3",8,K&K 4,5,K&K 6,8,"A.P F 3,4",14,A.P F 5,52,63,24,17,41,104
1189,11,"K&K 2,3,4,6",12,"K&K 2,3",11,K&K 4,15,K&K 6,11,"A.P F 3,4",0,A.P F 5,64,75,3,3,6,81
1190,30,"K&K 2,3,4,6",6,"K&K 2,3",8,K&K 4,15,K&K 6,14,"A.P F 3,4",5,A.P F 5,58,88,12,7,19,107
1191,11,"K&K 2,3,4,6",10,"K&K 2,3",8,K&K 4,11,K&K 6,0,"A.P F 3,4",8,A.P F 5,48,59,7,10,17,76
1192,0,"K&K 2,3,4,6",6,"K&K 2,3",0,K&K 4,11,K&K 6,1,"A.P F 3,4",1,A.P F 5,25,25,3,2,5,30
1193,25,"K&K 2,3,4,6",11,"K&K 2,3",12,K&K 4,14,K&K 6,15,"A.P F 3,4",6,A.P F 5,69,94,27,30,57,151
1194,25,"K&K 2,3,4,6",10,"K&K 2,3",13,K&K 4,10,K&K 6,9,"A.P F 3,4",7,A.P F 5,55,80,19,9,28,108
1195,5,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",2,A.P F 5,3,8,6,4,10,18
1196,14,"K&K 2,3,4,6",8,"K&K 2,3",6,K&K 4,6,K&K 6,6,"A.P F 3,4",1,A.P F 5,34,48,18,11,29,77
1197,13,"K&K 2,3,4,6",9,"K&K 2,3",5,K&K 4,1,K&K 6,2,"A.P F 3,4",0,A.P F 5,23,36,15,10,25,61
1198,8,"K&K 2,3,4,6",5,"K&K 2,3",12,K&K 4,11,K&K 6,8,"A.P F 3,4",2,A.P F 5,46,54,9,5,14,68
1199,12,"K&K 2,3,4,6",11,"K&K 2,3",12,K&K 4,8,K&K 6,12,"A.P F 3,4",6,A.P F 5,56,68,30,31,61,129
1200,3,"K&K 2,3,4,6",6,"K&K 2,3",11,K&K 4,11,K&K 6,13,"A.P F 3,4",8,A.P F 5,56,59,18,14,32,91
1201,6,"K&K 2,3,4,6",4,"K&K 2,3",8,K&K 4,0,K&K 6,12,"A.P F 3,4",0,A.P F 5,32,38,12,14,26,64
1202,7,"K&K 2,3,4,6",10,"K&K 2,3",11,K&K 4,10,K&K 6,15,"A.P F 3,4",14,A.P F 5,67,74,35,19,54,128
1203,15,"K&K 2,3,4,6",4,"K&K 2,3",9,K&K 4,5,K&K 6,2,"A.P F 3,4",13,A.P F 5,41,56,17,9,26,82
1204,34,"K&K 2,3,4,6",7,"K&K 2,3",11,K&K 4,15,K&K 6,2,"A.P F 3,4",5,A.P F 5,51,84,24,20,44,128
1205,4,"K&K 2,3,4,6",0,"K&K 2,3",7,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,9,13,9,3,12,25
1206,52,"K&K 2,3,4,6",10,"K&K 2,3",14,K&K 4,10,K&K 6,15,"A.P F 3,4",5,A.P F 5,64,116,23,18,41,157
1207,51,"K&K 2,3,4,6",10,"K&K 2,3",12,K&K 4,11,K&K 6,15,"A.P F 3,4",7,A.P F 5,63,114,24,11,35,149
1208,5,"K&K 2,3,4,6",8,"K&K 2,3",9,K&K 4,9,K&K 6,0,"A.P F 3,4",2,A.P F 5,37,42,4,2,6,48
1209,18,"K&K 2,3,4,6",11,"K&K 2,3",7,K&K 4,3,K&K 6,14,"A.P F 3,4",3,A.P F 5,45,63,18,20,38,101
1210,12,"K&K 2,3,4,6",11,"K&K 2,3",8,K&K 4,13,K&K 6,8,"A.P F 3,4",9,A.P F 5,55,67,19,8,27,94
1211,26,"K&K 2,3,4,6",8,"K&K 2,3",6,K&K 4,2,K&K 6,13,"A.P F 3,4",4,A.P F 5,41,67,26,16,42,109
1212,6,"K&K 2,3,4,6",5,"K&K 2,3",4,K&K 4,2,K&K 6,0,"A.P F 3,4",4,A.P F 5,19,25,6,7,13,38
1213,2,"K&K 2,3,4,6",4,"K&K 2,3",0,K&K 4,2,K&K 6,2,"A.P F 3,4",0,A.P F 5,10,12,0,2,2,14
1214,8,"K&K 2,3,4,6",8,"K&K 2,3",4,K&K 4,2,K&K 6,12,"A.P F 3,4",9,A.P F 5,43,51,21,19,40,91
1215,10,"K&K 2,3,4,6",6,"K&K 2,3",2,K&K 4,2,K&K 6,5,"A.P F 3,4",1,A.P F 5,18,28,11,16,27,55
1216,12,"K&K 2,3,4,6",8,"K&K 2,3",8,K&K 4,11,K&K 6,15,"A.P F 3,4",9,A.P F 5,58,70,13,25,38,108
1217,21,"K&K 2,3,4,6",11,"K&K 2,3",13,K&K 4,8,K&K 6,12,"A.P F 3,4",5,A.P F 5,59,80,15,21,36,116
1218,8,"K&K 2,3,4,6",10,"K&K 2,3",2,K&K 4,13,K&K 6,8,"A.P F 3,4",10,A.P F 5,53,61,11,14,25,86
1219,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,8,K&K 6,5,"A.P F 3,4",5,A.P F 5,23,23,3,1,4,27
1220,22,"K&K 2,3,4,6",14,"K&K 2,3",12,K&K 4,11,K&K 6,14,"A.P F 3,4",15,A.P F 5,73,95,18,25,43,138
1221,5,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,2,"A.P F 3,4",0,A.P F 5,3,8,0,2,2,10
1222,16,"K&K 2,3,4,6",11,"K&K 2,3",9,K&K 4,7,K&K 6,15,"A.P F 3,4",8,A.P F 5,57,73,21,25,46,119
1223,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,0,6,3,9,9
1224,35,"K&K 2,3,4,6",5,"K&K 2,3",11,K&K 4,8,K&K 6,10,"A.P F 3,4",2,A.P F 5,45,80,21,14,35,115
1225,7,"K&K 2,3,4,6",2,"K&K 2,3",8,K&K 4,1,K&K 6,0,"A.P F 3,4",2,A.P F 5,15,22,3,12,15,37
1226,50,"K&K 2,3,4,6",11,"K&K 2,3",11,K&K 4,15,K&K 6,9,"A.P F 3,4",6,A.P F 5,61,111,15,14,29,140
1227,11,"K&K 2,3,4,6",4,"K&K 2,3",4,K&K 4,1,K&K 6,10,"A.P F 3,4",10,A.P F 5,36,47,24,19,43,90
1228,12,"K&K 2,3,4,6",8,"K&K 2,3",8,K&K 4,11,K&K 6,6,"A.P F 3,4",3,A.P F 5,43,55,17,12,29,84
1229,24,"K&K 2,3,4,6",7,"K&K 2,3",9,K&K 4,15,K&K 6,4,"A.P F 3,4",1,A.P F 5,46,70,14,15,29,99
1230,25,"K&K 2,3,4,6",11,"K&K 2,3",12,K&K 4,15,K&K 6,8,"A.P F 3,4",0,A.P F 5,62,87,9,18,27,114
1231,15,"K&K 2,3,4,6",11,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",9,A.P F 5,71,86,30,28,58,144
1232,6,"K&K 2,3,4,6",12,"K&K 2,3",11,K&K 4,11,K&K 6,3,"A.P F 3,4",0,A.P F 5,49,55,22,14,36,91
1233,20,"K&K 2,3,4,6",14,"K&K 2,3",10,K&K 4,13,K&K 6,15,"A.P F 3,4",15,A.P F 5,76,96,28,24,52,148
1234,69,"K&K 2,3,4,6",8,"K&K 2,3",14,K&K 4,14,K&K 6,15,"A.P F 3,4",10,A.P F 5,69,138,29,30,59,197
1235,7,"K&K 2,3,4,6",11,"K&K 2,3",0,K&K 4,11,K&K 6,14,"A.P F 3,4",2,A.P F 5,49,56,18,25,43,99
1236,7,"K&K 2,3,4,6",9,"K&K 2,3",6,K&K 4,11,K&K 6,14,"A.P F 3,4",7,A.P F 5,54,61,27,12,39,100
1237,30,"K&K 2,3,4,6",3,"K&K 2,3",11,K&K 4,15,K&K 6,8,"A.P F 3,4",2,A.P F 5,49,79,27,9,36,115
1238,34,"K&K 2,3,4,6",10,"K&K 2,3",8,K&K 4,14,K&K 6,15,"A.P F 3,4",10,A.P F 5,65,99,6,35,41,140
1239,19,"K&K 2,3,4,6",7,"K&K 2,3",11,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,75,94,15,21,36,130
1240,20,"K&K 2,3,4,6",11,"K&K 2,3",6,K&K 4,13,K&K 6,9,"A.P F 3,4",15,A.P F 5,64,84,24,23,47,131
1241,11,"K&K 2,3,4,6",1,"K&K 2,3",12,K&K 4,12,K&K 6,14,"A.P F 3,4",9,A.P F 5,63,74,13,8,21,95
1242,9,"K&K 2,3,4,6",9,"K&K 2,3",6,K&K 4,0,K&K 6,2,"A.P F 3,4",1,A.P F 5,23,32,11,0,11,43
1243,7,"K&K 2,3,4,6",5,"K&K 2,3",6,K&K 4,8,K&K 6,5,"A.P F 3,4",13,A.P F 5,43,50,11,17,28,78
1244,10,"K&K 2,3,4,6",6,"K&K 2,3",9,K&K 4,11,K&K 6,6,"A.P F 3,4",14,A.P F 5,52,62,23,10,33,95
1245,37,"K&K 2,3,4,6",14,"K&K 2,3",14,K&K 4,15,K&K 6,14,"A.P F 3,4",3,A.P F 5,74,111,30,24,54,165
1246,10,"K&K 2,3,4,6",9,"K&K 2,3",4,K&K 4,4,K&K 6,2,"A.P F 3,4",0,A.P F 5,25,35,14,13,27,62
1247,5,"K&K 2,3,4,6",2,"K&K 2,3",0,K&K 4,8,K&K 6,2,"A.P F 3,4",0,A.P F 5,15,20,6,13,19,39
1248,30,"K&K 2,3,4,6",12,"K&K 2,3",12,K&K 4,15,K&K 6,8,"A.P F 3,4",8,A.P F 5,63,93,29,20,49,142
1249,11,"K&K 2,3,4,6",5,"K&K 2,3",6,K&K 4,15,K&K 6,11,"A.P F 3,4",2,A.P F 5,49,60,11,10,21,81
1250,23,"K&K 2,3,4,6",14,"K&K 2,3",11,K&K 4,5,K&K 6,13,"A.P F 3,4",6,A.P F 5,58,81,12,11,23,104
1251,7,"K&K 2,3,4,6",6,"K&K 2,3",12,K&K 4,9,K&K 6,11,"A.P F 3,4",2,A.P F 5,51,57,23,18,41,98
