No.,Mid(100),Topic-M,T1,Topic-1,T2,Topic-2,T3,Topic-3,T4,Topic-4,T5,Topic-5,Tut (80),PCT (180),Comp(45),Comp(75),Comp(120),CT(300)
355,40,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,14,K&K 6,15,"A.P F 3,4",10,A.P F 5,72,112,14,7,21,133
356,81,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,12,K&K 6,4,"A.P F 3,4",15,A.P F 5,76,157,22,8,30,187
357,42,"K&K 2,3,4,6",15,"K&K 2,3",2,K&K 4,4,K&K 6,5,"A.P F 3,4",15,A.P F 5,52,94,6,6,12,106
358,36,"K&K 2,3,4,6",7,"K&K 2,3",2,K&K 4,14,K&K 6,6,"A.P F 3,4",15,A.P F 5,56,92,7,19,26,118
359,17,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,1,"A.P F 3,4",15,A.P F 5,62,79,8,5,13,92
360,27,"K&K 2,3,4,6",9,"K&K 2,3",15,K&K 4,10,K&K 6,9,"A.P F 3,4",15,A.P F 5,66,93,9,5,14,107
361,86,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,15,K&K 6,4,"A.P F 3,4",15,A.P F 5,79,165,18,16,34,199
362,39,"K&K 2,3,4,6",6,"K&K 2,3",15,K&K 4,15,K&K 6,2,"A.P F 3,4",0,A.P F 5,51,90,11,8,19,109
363,0,"K&K 2,3,4,6",1,"K&K 2,3",9,K&K 4,0,K&K 6,1,"A.P F 3,4",0,A.P F 5,15,15,0,1,1,16
364,33,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,7,K&K 6,0,"A.P F 3,4",7,A.P F 5,52,85,15,6,21,106
365,70,"K&K 2,3,4,6",1,"K&K 2,3",6,K&K 4,7,K&K 6,4,"A.P F 3,4",15,A.P F 5,43,113,19,15,34,147
366,57,"K&K 2,3,4,6",3,"K&K 2,3",8,K&K 4,15,K&K 6,1,"A.P F 3,4",1,A.P F 5,36,93,15,7,22,115
367,11,"K&K 2,3,4,6",0,"K&K 2,3",14,K&K 4,6,K&K 6,4,"A.P F 3,4",0,A.P F 5,32,43,0,3,3,46
368,27,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,0,K&K 6,6,"A.P F 3,4",10,A.P F 5,42,69,12,3,15,84
369,12,"K&K 2,3,4,6",0,"K&K 2,3",4,K&K 4,6,K&K 6,0,"A.P F 3,4",6,A.P F 5,22,34,3,7,10,44
370,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,0,0,0,0,0
371,56,"K&K 2,3,4,6",2,"K&K 2,3",5,K&K 4,6,K&K 6,2,"A.P F 3,4",0,A.P F 5,20,76,17,5,22,98
372,10,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,20,30,0,3,3,33
373,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,0,0,0,0,0
374,2,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,9,K&K 6,0,"A.P F 3,4",8,A.P F 5,43,45,0,0,0,45
375,45,"K&K 2,3,4,6",11,"K&K 2,3",11,K&K 4,8,K&K 6,14,"A.P F 3,4",14,A.P F 5,67,112,14,10,24,136
376,17,"K&K 2,3,4,6",5,"K&K 2,3",11,K&K 4,11,K&K 6,13,"A.P F 3,4",15,A.P F 5,67,84,8,12,20,104
377,15,"K&K 2,3,4,6",2,"K&K 2,3",11,K&K 4,0,K&K 6,1,"A.P F 3,4",15,A.P F 5,39,54,4,0,4,58
378,40,"K&K 2,3,4,6",13,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,120,25,5,30,150
379,15,"K&K 2,3,4,6",7,"K&K 2,3",10,K&K 4,11,K&K 6,7,"A.P F 3,4",6,A.P F 5,47,62,16,12,28,90
380,51,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",13,A.P F 5,78,129,23,11,34,163
381,56,"K&K 2,3,4,6",11,"K&K 2,3",13,K&K 4,12,K&K 6,15,"A.P F 3,4",4,A.P F 5,68,124,17,7,24,148
382,3,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",6,A.P F 5,8,11,4,0,4,15
383,16,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,0,K&K 6,1,"A.P F 3,4",8,A.P F 5,35,51,8,0,8,59
384,4,"K&K 2,3,4,6",7,"K&K 2,3",4,K&K 4,3,K&K 6,0,"A.P F 3,4",15,A.P F 5,39,43,6,0,6,49
385,21,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,10,K&K 6,2,"A.P F 3,4",4,A.P F 5,52,73,3,5,8,81
386,31,"K&K 2,3,4,6",6,"K&K 2,3",15,K&K 4,3,K&K 6,9,"A.P F 3,4",13,A.P F 5,57,88,21,13,34,122
387,10,"K&K 2,3,4,6",1,"K&K 2,3",3,K&K 4,1,K&K 6,0,"A.P F 3,4",8,A.P F 5,18,28,6,2,8,36
388,31,"K&K 2,3,4,6",1,"K&K 2,3",14,K&K 4,4,K&K 6,1,"A.P F 3,4",0,A.P F 5,27,58,9,1,10,68
389,8,"K&K 2,3,4,6",2,"K&K 2,3",7,K&K 4,6,K&K 6,6,"A.P F 3,4",15,A.P F 5,46,54,2,0,2,56
390,13,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,2,K&K 6,4,"A.P F 3,4",15,A.P F 5,48,61,3,1,4,65
391,24,"K&K 2,3,4,6",2,"K&K 2,3",9,K&K 4,4,K&K 6,4,"A.P F 3,4",11,A.P F 5,38,62,10,5,15,77
392,67,"K&K 2,3,4,6",11,"K&K 2,3",15,K&K 4,15,K&K 6,14,"A.P F 3,4",15,A.P F 5,79,146,44,20,64,210
393,23,"K&K 2,3,4,6",6,"K&K 2,3",2,K&K 4,3,K&K 6,3,"A.P F 3,4",5,A.P F 5,23,46,9,4,13,59
394,49,"K&K 2,3,4,6",9,"K&K 2,3",2,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,15,64,15,13,28,92
395,29,"K&K 2,3,4,6",12,"K&K 2,3",10,K&K 4,1,K&K 6,3,"A.P F 3,4",11,A.P F 5,48,77,12,9,21,98
396,5,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,3,K&K 6,0,"A.P F 3,4",0,A.P F 5,6,11,8,0,8,19
397,28,"K&K 2,3,4,6",9,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",0,A.P F 5,52,80,17,4,21,101
398,49,"K&K 2,3,4,6",3,"K&K 2,3",3,K&K 4,3,K&K 6,4,"A.P F 3,4",0,A.P F 5,18,67,21,10,31,98
399,20,"K&K 2,3,4,6",8,"K&K 2,3",9,K&K 4,15,K&K 6,12,"A.P F 3,4",1,A.P F 5,59,79,14,12,26,105
400,56,"K&K 2,3,4,6",4,"K&K 2,3",0,K&K 4,0,K&K 6,7,"A.P F 3,4",5,A.P F 5,22,78,24,2,26,104
401,38,"K&K 2,3,4,6",11,"K&K 2,3",11,K&K 4,15,K&K 6,15,"A.P F 3,4",11,A.P F 5,70,108,11,24,35,143
402,27,"K&K 2,3,4,6",15,"K&K 2,3",11,K&K 4,9,K&K 6,7,"A.P F 3,4",9,A.P F 5,59,86,14,4,18,104
403,30,"K&K 2,3,4,6",15,"K&K 2,3",4,K&K 4,15,K&K 6,7,"A.P F 3,4",15,A.P F 5,70,100,15,17,32,132
404,15,"K&K 2,3,4,6",13,"K&K 2,3",7,K&K 4,15,K&K 6,1,"A.P F 3,4",1,A.P F 5,48,63,9,1,10,73
405,12,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,0,K&K 6,0,"A.P F 3,4",15,A.P F 5,50,62,5,4,9,71
406,35,"K&K 2,3,4,6",15,"K&K 2,3",13,K&K 4,5,K&K 6,8,"A.P F 3,4",15,A.P F 5,68,103,8,29,37,140
407,15,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,12,"A.P F 3,4",10,A.P F 5,76,91,19,2,21,112
408,58,"K&K 2,3,4,6",15,"K&K 2,3",8,K&K 4,15,K&K 6,15,"A.P F 3,4",13,A.P F 5,78,136,33,29,62,198
409,0,"K&K 2,3,4,6",1,"K&K 2,3",10,K&K 4,0,K&K 6,1,"A.P F 3,4",0,A.P F 5,16,16,6,0,6,22
410,5,"K&K 2,3,4,6",2,"K&K 2,3",2,K&K 4,3,K&K 6,5,"A.P F 3,4",1,A.P F 5,16,21,6,0,6,27
411,25,"K&K 2,3,4,6",5,"K&K 2,3",2,K&K 4,3,K&K 6,0,"A.P F 3,4",1,A.P F 5,14,39,12,8,20,59
412,6,"K&K 2,3,4,6",15,"K&K 2,3",5,K&K 4,15,K&K 6,4,"A.P F 3,4",10,A.P F 5,60,66,12,9,21,87
413,61,"K&K 2,3,4,6",10,"K&K 2,3",0,K&K 4,15,K&K 6,14,"A.P F 3,4",15,A.P F 5,72,133,22,5,27,160
414,17,"K&K 2,3,4,6",5,"K&K 2,3",4,K&K 4,0,K&K 6,0,"A.P F 3,4",15,A.P F 5,32,49,15,3,18,67
415,68,"K&K 2,3,4,6",11,"K&K 2,3",15,K&K 4,15,K&K 6,6,"A.P F 3,4",12,A.P F 5,71,139,34,31,65,204
416,44,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,10,K&K 6,1,"A.P F 3,4",15,A.P F 5,72,116,10,6,16,132
417,19,"K&K 2,3,4,6",6,"K&K 2,3",13,K&K 4,8,K&K 6,6,"A.P F 3,4",15,A.P F 5,56,75,14,6,20,95
418,42,"K&K 2,3,4,6",15,"K&K 2,3",9,K&K 4,4,K&K 6,15,"A.P F 3,4",15,A.P F 5,72,114,20,10,30,144
419,30,"K&K 2,3,4,6",12,"K&K 2,3",7,K&K 4,9,K&K 6,2,"A.P F 3,4",6,A.P F 5,46,76,16,7,23,99
420,16,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,12,K&K 6,6,"A.P F 3,4",15,A.P F 5,64,80,8,8,16,96
421,18,"K&K 2,3,4,6",2,"K&K 2,3",1,K&K 4,6,K&K 6,6,"A.P F 3,4",10,A.P F 5,32,50,24,2,26,76
422,11,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,12,K&K 6,0,"A.P F 3,4",15,A.P F 5,59,70,21,3,24,94
423,67,"K&K 2,3,4,6",11,"K&K 2,3",10,K&K 4,4,K&K 6,5,"A.P F 3,4",6,A.P F 5,43,110,21,20,41,151
424,59,"K&K 2,3,4,6",5,"K&K 2,3",13,K&K 4,4,K&K 6,4,"A.P F 3,4",1,A.P F 5,35,94,29,15,44,138
425,54,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",15,A.P F 5,80,134,23,25,48,182
426,14,"K&K 2,3,4,6",3,"K&K 2,3",5,K&K 4,8,K&K 6,1,"A.P F 3,4",1,A.P F 5,23,37,8,5,13,50
427,60,"K&K 2,3,4,6",15,"K&K 2,3",14,K&K 4,15,K&K 6,15,"A.P F 3,4",11,A.P F 5,79,139,29,24,53,192
428,19,"K&K 2,3,4,6",3,"K&K 2,3",0,K&K 4,15,K&K 6,12,"A.P F 3,4",11,A.P F 5,55,74,9,15,24,98
429,28,"K&K 2,3,4,6",0,"K&K 2,3",14,K&K 4,0,K&K 6,2,"A.P F 3,4",6,A.P F 5,30,58,10,4,14,72
430,39,"K&K 2,3,4,6",4,"K&K 2,3",14,K&K 4,8,K&K 6,2,"A.P F 3,4",1,A.P F 5,38,77,3,4,7,84
431,14,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,14,9,2,11,25
432,29,"K&K 2,3,4,6",0,"K&K 2,3",11,K&K 4,4,K&K 6,5,"A.P F 3,4",2,A.P F 5,30,59,19,7,26,85
433,21,"K&K 2,3,4,6",7,"K&K 2,3",14,K&K 4,6,K&K 6,3,"A.P F 3,4",6,A.P F 5,44,65,6,6,12,77
434,74,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,15,K&K 6,4,"A.P F 3,4",15,A.P F 5,76,150,17,2,19,169
435,21,"K&K 2,3,4,6",10,"K&K 2,3",9,K&K 4,5,K&K 6,4,"A.P F 3,4",5,A.P F 5,39,60,12,10,22,82
436,40,"K&K 2,3,4,6",13,"K&K 2,3",6,K&K 4,6,K&K 6,12,"A.P F 3,4",4,A.P F 5,50,90,3,4,7,97
437,7,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",13,A.P F 5,78,85,11,2,13,98
438,62,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,6,K&K 6,4,"A.P F 3,4",11,A.P F 5,48,110,12,11,23,133
439,38,"K&K 2,3,4,6",14,"K&K 2,3",13,K&K 4,11,K&K 6,15,"A.P F 3,4",13,A.P F 5,74,112,31,14,45,157
440,26,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,10,"A.P F 3,4",11,A.P F 5,68,94,12,2,14,108
441,69,"K&K 2,3,4,6",10,"K&K 2,3",14,K&K 4,13,K&K 6,0,"A.P F 3,4",11,A.P F 5,64,133,19,0,19,152
442,38,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,12,"A.P F 3,4",15,A.P F 5,80,118,27,14,41,159
443,72,"K&K 2,3,4,6",6,"K&K 2,3",1,K&K 4,8,K&K 6,11,"A.P F 3,4",4,A.P F 5,39,111,22,18,40,151
444,33,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,13,K&K 6,0,"A.P F 3,4",0,A.P F 5,34,67,9,0,9,76
445,0,"K&K 2,3,4,6",2,"K&K 2,3",10,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,15,15,9,0,9,24
446,39,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,6,"A.P F 3,4",15,A.P F 5,68,107,18,4,22,129
447,62,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",13,A.P F 5,80,142,27,16,43,185
448,80,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,4,K&K 6,0,"A.P F 3,4",6,A.P F 5,54,134,28,26,54,188
449,4,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,4,0,0,0,4
450,1,"K&K 2,3,4,6",2,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,3,4,5,0,5,9
451,54,"K&K 2,3,4,6",4,"K&K 2,3",0,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,66,120,15,10,25,145
452,42,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",10,A.P F 5,74,116,5,1,6,122
453,53,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,8,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,133,29,27,56,189
454,44,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,15,K&K 6,10,"A.P F 3,4",15,A.P F 5,74,118,10,8,18,136
455,49,"K&K 2,3,4,6",9,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,129,27,5,32,161
456,17,"K&K 2,3,4,6",12,"K&K 2,3",4,K&K 4,10,K&K 6,5,"A.P F 3,4",13,A.P F 5,54,71,12,13,25,96
457,33,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,12,K&K 6,0,"A.P F 3,4",14,A.P F 5,74,107,12,7,19,126
458,38,"K&K 2,3,4,6",2,"K&K 2,3",0,K&K 4,0,K&K 6,1,"A.P F 3,4",0,A.P F 5,4,42,18,1,19,61
459,62,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,142,25,7,32,174
460,20,"K&K 2,3,4,6",2,"K&K 2,3",10,K&K 4,4,K&K 6,0,"A.P F 3,4",12,A.P F 5,38,58,6,3,9,67
461,76,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,3,K&K 6,0,"A.P F 3,4",12,A.P F 5,60,136,26,28,54,190
462,44,"K&K 2,3,4,6",4,"K&K 2,3",12,K&K 4,4,K&K 6,4,"A.P F 3,4",0,A.P F 5,32,76,12,8,20,96
463,0,"K&K 2,3,4,6",0,"K&K 2,3",11,K&K 4,4,K&K 6,15,"A.P F 3,4",12,A.P F 5,56,56,3,0,3,59
464,47,"K&K 2,3,4,6",3,"K&K 2,3",9,K&K 4,12,K&K 6,8,"A.P F 3,4",12,A.P F 5,55,102,12,1,13,115
465,13,"K&K 2,3,4,6",6,"K&K 2,3",14,K&K 4,11,K&K 6,12,"A.P F 3,4",8,A.P F 5,60,73,18,5,23,96
466,44,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,15,K&K 6,11,"A.P F 3,4",15,A.P F 5,66,110,32,33,65,175
467,3,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,3,K&K 6,0,"A.P F 3,4",0,A.P F 5,4,7,13,3,16,23
468,55,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,15,K&K 6,2,"A.P F 3,4",2,A.P F 5,52,107,24,13,37,144
469,45,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,5,"A.P F 3,4",15,A.P F 5,67,112,18,6,24,136
470,13,"K&K 2,3,4,6",10,"K&K 2,3",11,K&K 4,6,K&K 6,13,"A.P F 3,4",13,A.P F 5,63,76,25,33,58,134
471,6,"K&K 2,3,4,6",2,"K&K 2,3",2,K&K 4,2,K&K 6,4,"A.P F 3,4",8,A.P F 5,22,28,0,9,9,37
472,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,4,"A.P F 3,4",1,A.P F 5,7,7,0,0,0,7
473,50,"K&K 2,3,4,6",6,"K&K 2,3",15,K&K 4,13,K&K 6,6,"A.P F 3,4",15,A.P F 5,66,116,29,15,44,160
474,40,"K&K 2,3,4,6",13,"K&K 2,3",4,K&K 4,0,K&K 6,4,"A.P F 3,4",12,A.P F 5,44,84,12,3,15,99
475,80,"K&K 2,3,4,6",5,"K&K 2,3",7,K&K 4,8,K&K 6,2,"A.P F 3,4",13,A.P F 5,44,124,14,7,21,145
476,42,"K&K 2,3,4,6",13,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",1,A.P F 5,78,120,19,20,39,159
477,43,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,0,K&K 6,15,"A.P F 3,4",11,A.P F 5,59,102,21,21,42,144
478,36,"K&K 2,3,4,6",0,"K&K 2,3",13,K&K 4,4,K&K 6,0,"A.P F 3,4",15,A.P F 5,43,79,9,11,20,99
479,34,"K&K 2,3,4,6",12,"K&K 2,3",11,K&K 4,15,K&K 6,12,"A.P F 3,4",15,A.P F 5,72,106,14,10,24,130
480,61,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,10,K&K 6,4,"A.P F 3,4",15,A.P F 5,64,125,32,39,71,196
481,15,"K&K 2,3,4,6",0,"K&K 2,3",14,K&K 4,7,K&K 6,2,"A.P F 3,4",13,A.P F 5,48,63,9,1,10,73
482,37,"K&K 2,3,4,6",4,"K&K 2,3",10,K&K 4,13,K&K 6,6,"A.P F 3,4",6,A.P F 5,47,84,3,7,10,94
483,28,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,15,K&K 6,12,"A.P F 3,4",0,A.P F 5,70,98,2,2,4,102
484,67,"K&K 2,3,4,6",0,"K&K 2,3",10,K&K 4,2,K&K 6,15,"A.P F 3,4",15,A.P F 5,56,123,17,8,25,148
485,25,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,11,"A.P F 3,4",11,A.P F 5,70,95,22,0,22,117
486,32,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,112,5,0,5,117
487,6,"K&K 2,3,4,6",2,"K&K 2,3",12,K&K 4,0,K&K 6,4,"A.P F 3,4",8,A.P F 5,35,41,0,4,4,45
488,58,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,4,"A.P F 3,4",3,A.P F 5,52,110,28,20,48,158
489,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,10,K&K 6,0,"A.P F 3,4",0,A.P F 5,14,14,0,0,0,14
490,21,"K&K 2,3,4,6",7,"K&K 2,3",2,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,70,91,5,3,8,99
491,71,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,15,K&K 6,11,"A.P F 3,4",15,A.P F 5,75,146,30,29,59,205
492,14,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,15,K&K 6,4,"A.P F 3,4",15,A.P F 5,70,84,16,9,25,109
493,17,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,6,K&K 6,5,"A.P F 3,4",12,A.P F 5,51,68,14,2,16,84
494,39,"K&K 2,3,4,6",8,"K&K 2,3",15,K&K 4,4,K&K 6,4,"A.P F 3,4",1,A.P F 5,42,81,6,10,16,97
495,49,"K&K 2,3,4,6",0,"K&K 2,3",13,K&K 4,10,K&K 6,4,"A.P F 3,4",15,A.P F 5,56,105,10,10,20,125
496,26,"K&K 2,3,4,6",8,"K&K 2,3",9,K&K 4,6,K&K 6,3,"A.P F 3,4",15,A.P F 5,51,77,18,14,32,109
497,24,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,9,K&K 6,0,"A.P F 3,4",13,A.P F 5,52,76,9,1,10,86
498,40,"K&K 2,3,4,6",6,"K&K 2,3",14,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,79,119,22,20,42,161
499,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,0,3,0,3,3
500,1,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,2,K&K 6,15,"A.P F 3,4",15,A.P F 5,50,51,2,0,2,53
501,36,"K&K 2,3,4,6",11,"K&K 2,3",11,K&K 4,6,K&K 6,12,"A.P F 3,4",11,A.P F 5,60,96,5,5,10,106
502,25,"K&K 2,3,4,6",2,"K&K 2,3",0,K&K 4,13,K&K 6,0,"A.P F 3,4",7,A.P F 5,30,55,10,8,18,73
503,28,"K&K 2,3,4,6",12,"K&K 2,3",0,K&K 4,0,K&K 6,4,"A.P F 3,4",10,A.P F 5,35,63,20,1,21,84
504,61,"K&K 2,3,4,6",7,"K&K 2,3",14,K&K 4,15,K&K 6,10,"A.P F 3,4",15,A.P F 5,72,133,17,8,25,158
505,98,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,10,K&K 6,7,"A.P F 3,4",11,A.P F 5,64,162,33,10,43,205
506,27,"K&K 2,3,4,6",15,"K&K 2,3",4,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,107,21,5,26,133
507,32,"K&K 2,3,4,6",11,"K&K 2,3",0,K&K 4,2,K&K 6,12,"A.P F 3,4",8,A.P F 5,44,76,2,10,12,88
508,67,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,11,K&K 6,15,"A.P F 3,4",15,A.P F 5,76,143,24,13,37,180
509,28,"K&K 2,3,4,6",10,"K&K 2,3",6,K&K 4,15,K&K 6,0,"A.P F 3,4",6,A.P F 5,50,78,9,6,15,93
510,21,"K&K 2,3,4,6",3,"K&K 2,3",0,K&K 4,6,K&K 6,1,"A.P F 3,4",0,A.P F 5,14,35,2,3,5,40
511,63,"K&K 2,3,4,6",4,"K&K 2,3",7,K&K 4,15,K&K 6,2,"A.P F 3,4",14,A.P F 5,54,117,20,10,30,147
512,77,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",13,A.P F 5,78,155,24,17,41,196
513,0,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",9,A.P F 5,12,12,0,3,3,15
514,11,"K&K 2,3,4,6",12,"K&K 2,3",3,K&K 4,4,K&K 6,10,"A.P F 3,4",6,A.P F 5,42,53,14,9,23,76
515,40,"K&K 2,3,4,6",0,"K&K 2,3",3,K&K 4,7,K&K 6,5,"A.P F 3,4",8,A.P F 5,31,71,22,5,27,98
516,39,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,12,"A.P F 3,4",15,A.P F 5,76,115,11,4,15,130
517,33,"K&K 2,3,4,6",9,"K&K 2,3",14,K&K 4,15,K&K 6,11,"A.P F 3,4",15,A.P F 5,73,106,25,8,33,139
518,62,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,9,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,142,28,20,48,190
519,31,"K&K 2,3,4,6",3,"K&K 2,3",14,K&K 4,6,K&K 6,13,"A.P F 3,4",15,A.P F 5,64,95,23,8,31,126
520,18,"K&K 2,3,4,6",1,"K&K 2,3",9,K&K 4,4,K&K 6,4,"A.P F 3,4",2,A.P F 5,26,44,7,2,9,53
521,53,"K&K 2,3,4,6",5,"K&K 2,3",13,K&K 4,0,K&K 6,15,"A.P F 3,4",11,A.P F 5,59,112,29,6,35,147
522,84,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,10,K&K 6,15,"A.P F 3,4",13,A.P F 5,71,155,22,13,35,190
523,28,"K&K 2,3,4,6",7,"K&K 2,3",14,K&K 4,14,K&K 6,6,"A.P F 3,4",9,A.P F 5,59,87,16,7,23,110
524,56,"K&K 2,3,4,6",14,"K&K 2,3",13,K&K 4,15,K&K 6,15,"A.P F 3,4",7,A.P F 5,76,132,20,7,27,159
525,32,"K&K 2,3,4,6",1,"K&K 2,3",14,K&K 4,14,K&K 6,4,"A.P F 3,4",3,A.P F 5,47,79,9,6,15,94
526,14,"K&K 2,3,4,6",1,"K&K 2,3",12,K&K 4,0,K&K 6,15,"A.P F 3,4",14,A.P F 5,56,70,7,5,12,82
527,63,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,11,K&K 6,6,"A.P F 3,4",15,A.P F 5,63,126,8,9,17,143
528,48,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,15,K&K 6,4,"A.P F 3,4",15,A.P F 5,74,122,20,26,46,168
529,92,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,5,K&K 6,8,"A.P F 3,4",0,A.P F 5,39,131,25,22,47,178
530,32,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,10,K&K 6,4,"A.P F 3,4",15,A.P F 5,59,91,10,2,12,103
531,33,"K&K 2,3,4,6",12,"K&K 2,3",12,K&K 4,15,K&K 6,7,"A.P F 3,4",11,A.P F 5,67,100,6,3,9,109
532,42,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,11,K&K 6,15,"A.P F 3,4",0,A.P F 5,75,117,15,5,20,137
533,13,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,6,K&K 6,8,"A.P F 3,4",15,A.P F 5,67,80,10,5,15,95
534,56,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",9,A.P F 5,80,136,37,23,60,196
